count,0, Input, 2, bpfOut,0.12915,hetero,0.12915,lpfOut,0
count,5e-05, Input, 1.76813, bpfOut,0.35522,hetero,0.354372,lpfOut,0
count,0.0001, Input, 1.17784, bpfOut,0.497417,hetero,0.492672,lpfOut,0
count,0.00015, Input, 0.496827, bpfOut,0.536935,hetero,0.525435,lpfOut,0
count,0.0002, Input, 0.0322512, bpfOut,0.494977,hetero,0.476182,lpfOut,0
count,0.00025, Input, -0.0101758, bpfOut,0.423489,hetero,0.398453,lpfOut,0
count,0.0003, Input, 0.379414, bpfOut,0.381762,hetero,0.349404,lpfOut,0
count,0.00035, Input, 1.01056, bpfOut,0.409634,hetero,0.362621,lpfOut,0
count,0.0004, Input, 1.57996, bpfOut,0.509603,hetero,0.43367,lpfOut,0
count,0.00045, Input, 1.81072, bpfOut,0.646057,hetero,0.525047,lpfOut,0
count,0.0005, Input, 1.57953, bpfOut,0.761977,hetero,0.587113,lpfOut,0
count,0.00055, Input, 0.973343, bpfOut,0.805451,hetero,0.583672,lpfOut,0
count,0.0006, Input, 0.249554, bpfOut,0.753833,hetero,0.509088,lpfOut,0
count,0.00065, Input, -0.282039, bpfOut,0.62445,hetero,0.3889,lpfOut,0
count,0.0007, Input, -0.401314, bpfOut,0.466961,hetero,0.264893,lpfOut,0
count,0.00075, Input, -0.0787442, bpfOut,0.340855,hetero,0.173509,lpfOut,0
count,0.0008, Input, 0.511174, bpfOut,0.288438,hetero,0.129331,lpfOut,0
count,0.00085, Input, 1.07013, bpfOut,0.315692,hetero,0.121726,lpfOut,0
count,0.0009, Input, 1.31306, bpfOut,0.389799,hetero,0.125103,lpfOut,0
count,0.00095, Input, 1.0991, bpfOut,0.454466,hetero,0.115785,lpfOut,0
count,0.001, Input, 0.496398, bpfOut,0.456017,hetero,0.085449,lpfOut,0
count,0.00105, Input, -0.249027, bpfOut,0.368277,hetero,0.0438607,lpfOut,0
count,0.0011, Input, -0.826062, bpfOut,0.204828,hetero,0.0102914,lpfOut,0
count,0.00115, Input, -1.00114, bpfOut,0.0130062,hetero,-0.000245146,lpfOut,0
count,0.0012, Input, -0.725276, bpfOut,-0.147591,hetero,0.0129661,lpfOut,0
count,0.00125, Input, -0.156435, bpfOut,-0.232243,hetero,0.0363307,lpfOut,0
count,0.0013, Input, 0.413153, bpfOut,-0.231411,hetero,0.0518987,lpfOut,0
count,0.00135, Input, 0.691251, bpfOut,-0.174914,hetero,0.0509064,lpfOut,0
count,0.0014, Input, 0.519895, bpfOut,-0.118041,hetero,0.0420712,lpfOut,0
count,0.00145, Input, -0.0519599, bpfOut,-0.115979,hetero,0.0487211,lpfOut,0
count,0.0015, Input, -0.79077, bpfOut,-0.198301,hetero,0.0955323,lpfOut,0
count,0.00155, Input, -1.38545, bpfOut,-0.355217,hetero,0.192215,lpfOut,0
count,0.0016, Input, -1.59002, bpfOut,-0.541892,hetero,0.324,lpfOut,0
